Anid;Al;Alternate ID;As;Ba;Ca;Ce;Co;Context;Country;Cr;Cs;Dy;Eu;Exterior Decoration;Fe;Hf;Interior Decoration;Investigator;K;La;Latitude (copie);Latitude;Longitude (copie);Longitude;Lu;Material;Mn;Na;Nd;Ni;Nombre d'enregistrements;Period category;Period (groupe) null or not;Period;Rb;Sb;Sc;Site Name;Sm;Source/Excavator/Museum;Sr;State/Province;Ta;Tb;Th;Ti;U;V;Vessel Form;Ware;Yb;Zn;Zr
NSM083;93753,7656;AR1-47;15,2946;311,5601;18818,2422;18,618;15,2087;;Argentina;36,8496;2,4215;3,2758;0,7976;;53579,4609;3,0186;;Sugrañes, Nuria;11990,1523;8,0963;-35,10325;-35.10325;-68,7312222;-68.7312222;0,3262;pottery;1383,0748;12880,2773;10,9436;0;1;Autre;Null, ?, n/a;;41,3322;0,8485;23,8043;Arbolito 1;2,9322;MHNSR;199,7467;Mendoza;0,2323;0,3903;3,5348;5845,4878;1,1457;204,0635;;earthenware;2,1177;66,1507;81,6329
NSM084;76903,6484;AR1-142;10,5176;453,8043;41734,0039;52,9262;13,889;;Argentina;33,9692;8,0373;4,0853;1,1098;;39077,1953;4,1082;;Sugrañes, Nuria;25812,3613;24,6443;-35,10325;-35.10325;-68,7312222;-68.7312222;0,351;pottery;1032,4788;22738,8516;23,5885;0;1;Autre;Null, ?, n/a;;101,9532;1,23;13,4101;Arbolito 1;5,213;MHNSR;245,4205;Mendoza;0,6561;0,6845;8,6017;4102,106;3,7559;119,3425;;earthenware;2,1328;85,0089;106,411
NSM086;80159,2266;AR1-42;9,1137;573,5336;47814,832;50,1594;14,7727;;Argentina;42,5068;5,6089;3,8428;1,0922;;40016,1641;4,2381;;Sugrañes, Nuria;22096,0078;24,3585;-35,10325;-35.10325;-68,7312222;-68.7312222;0,4128;pottery;794,6641;27475,957;24,4439;0;1;Autre;Null, ?, n/a;;86,3191;0,5219;13,5733;Arbolito 1;5,7663;MHNSR;493,6862;Mendoza;0,6763;0,7948;7,3565;3954,3604;2,9262;121,7541;;earthenware;2,8076;99,4031;101,5525
NSM087;81125,4063;AR1-209;2,9776;393,2386;12874,3135;86,6302;14,9505;;Argentina;111,1299;13,8633;5,8471;1,3307;;40290,3359;7,1197;;Sugrañes, Nuria;21576,2266;45,951;-35,10325;-35.10325;-68,7312222;-68.7312222;0,4389;pottery;691,7999;10351,2695;39,1217;0;1;Autre;Null, ?, n/a;;149,4636;0;16,3543;Arbolito 1;8,2228;MHNSR;84,2339;Mendoza;1,1379;1,057;15,8882;4008,8738;2,6725;90,3421;;earthenware;4,3022;90,0445;164,5121
NSM089;93378,8516;AR1-28;12,2319;492,8111;20843,0508;55,8673;18,2;;Argentina;44,0102;6,2342;4,7628;1,0824;;49095,2734;7,0225;;Sugrañes, Nuria;19007,832;26,4097;-35,10325;-35.10325;-68,7312222;-68.7312222;0,4172;pottery;1020,3248;16603,9629;24,0757;0;1;Autre;Null, ?, n/a;;87,7262;0,6224;16,3218;Arbolito 1;5,4295;MHNSR;195,6029;Mendoza;0,8356;0,7932;9,9936;5190,1138;2,5848;160,2363;;earthenware;2,979;118,8401;224,3058
NSM090;98326,25;AR1-12985;11,8854;389,928;25005,4004;43,4932;20,6159;;Argentina;32,7086;2,8863;5,0461;1,4249;;63147,0664;5,0781;;Sugrañes, Nuria;12943,0381;16,3342;-35,10325;-35.10325;-68,7312222;-68.7312222;0,3952;pottery;1572,865;19602,7793;21,1578;0;1;Autre;Null, ?, n/a;;45,4335;0,8891;21,7956;Arbolito 1;5,1684;MHNSR;380,2362;Mendoza;0,3448;0,6858;5,2673;6341,4312;2,0368;181,7351;;earthenware;2,7156;77,8321;139,9356
NSM091;88970,2969;AR1-24632;7,3707;357,5386;42959,6836;53,646;12,3977;;Argentina;34,3609;8,1031;4,4773;1,2078;;40993,5391;4,7019;;Sugrañes, Nuria;33137,8789;25,8529;-35,10325;-35.10325;-68,7312222;-68.7312222;0,3811;pottery;960,248;21690,9082;25,9794;0;1;Autre;Null, ?, n/a;;106,4849;0,6614;15,812;Arbolito 1;5,5493;MHNSR;406,8727;Mendoza;0,7009;0,7031;9,6907;4641,3916;2,6322;112,3493;;earthenware;2,5604;90,9803;142,626
NSM092;79406,6484;AR5-12987;8,8813;677,187;20279,1602;95,5016;25,0282;;Argentina;21,5572;5,7741;5,8413;1,052;;23091,4727;7,6221;;Sugrañes, Nuria;31073,7715;33,751;-35,10325;-35.10325;-68,7312222;-68.7312222;0,485;pottery;1610,3474;14419,7979;29,4206;0;1;Autre;Null, ?, n/a;;109,7001;0,5693;8,713;Arbolito 1;6,9562;MHNSR;251,9686;Mendoza;0,9811;0,9505;11,6209;2914,1582;2,8124;62,0764;;earthenware;3,4008;60,3969;193,803
NSM093;83428,7109;AR1-205;11,1199;444,515;9174,6992;87,6029;8,4653;;Argentina;43,4923;9,7458;5,0837;1,2834;;33426,3164;9,2714;;Sugrañes, Nuria;26781,418;45,1847;-35,10325;-35.10325;-68,7312222;-68.7312222;0,47;pottery;529,8349;10606,9766;38,3052;0;1;Autre;Null, ?, n/a;;125,2322;0,4057;11,7604;Arbolito 1;7,7091;MHNSR;236,523;Mendoza;1,3799;0,8754;15,8095;4484,9741;3,5571;94,7721;;earthenware;3,2874;55,7263;239,9492
NSM094;75917,2188;AR1-207;9,405;449,4215;8665,5645;81,9551;8,2703;;Argentina;41,5329;9,7239;5,5158;1,2642;;32838,7148;8,1542;;Sugrañes, Nuria;21635,6992;42,3145;-35,10325;-35.10325;-68,7312222;-68.7312222;0,6234;pottery;457,3703;8602,0664;38,2821;0;1;Autre;Null, ?, n/a;;122,065;0,4529;11,5122;Arbolito 1;7,515;MHNSR;205,0869;Mendoza;1,3191;1,105;14,8682;4410,0894;3,9846;94,3191;;earthenware;4,5209;59,5018;231,7014
NSM095;89607,4609;AR1-40369;21,1207;443,8483;25760,7539;42,1117;17,1286;;Argentina;21,2829;3,4597;4,2394;1,3496;;57015,1992;4,4426;;Sugrañes, Nuria;14220,7764;18,9486;-35,10325;-35.10325;-68,7312222;-68.7312222;0,3567;pottery;1200,9973;22802,2617;21,271;0;1;Autre;Null, ?, n/a;;50,6382;1,163;21,4896;Arbolito 1;5,3369;MHNSR;374,4797;Mendoza;0,3881;0,7366;5,8537;5616,7988;1,6626;168,7975;;earthenware;2,5379;88,2192;107,5179
NSM096;74129,2031;AR1-204;9,5545;458,2806;8987,2607;73,6238;8,2278;;Argentina;40,3395;9,2928;5,1195;1,1395;;32037,8613;8,3742;;Sugrañes, Nuria;24933,627;38,3476;-35,10325;-35.10325;-68,7312222;-68.7312222;0,4115;pottery;493,4771;9093,5723;32,2088;0;1;Autre;Null, ?, n/a;;123,0506;0,4135;11,148;Arbolito 1;6,7023;MHNSR;242,3683;Mendoza;1,2702;0,8064;13,3315;4075,6121;3,4713;84,3539;;earthenware;3,0037;54,3114;239,5569
NSM097;73883,0078;AR1-7;8,059;327,7643;51595,1719;53,7255;12,2299;;Argentina;34,0033;8,0433;3,7598;1,2044;;39924,7031;4,5031;;Sugrañes, Nuria;29691,8242;25,7288;-35,10325;-35.10325;-68,7312222;-68.7312222;0,4384;pottery;859,6908;19783,8574;24,9521;0;1;Autre;Null, ?, n/a;;105,4031;0,6215;15,5053;Arbolito 1;5,4289;MHNSR;401,6146;Mendoza;0,6882;0,6852;9,3988;3609,6584;2,6432;113,0792;;earthenware;2,3295;89,0532;116,5814
NSM098;69569,9766;AR1-67;10,9084;467,7297;18583,9141;69,1908;11,7759;;Argentina;25,6928;6,3617;5,2566;1,0605;;25610,207;7,6114;;Sugrañes, Nuria;28730,5977;30,4869;-35,10325;-35.10325;-68,7312222;-68.7312222;0,5197;pottery;1737,1622;11222,1006;28,6894;0;1;Autre;Null, ?, n/a;;113,1492;0,6741;9,6652;Arbolito 1;6,5598;MHNSR;278,6356;Mendoza;1,0126;0,9868;11,1254;3183,438;2,3319;69,0517;;earthenware;3,947;68,6339;232,6857
NSM099;69910,2422;AR1-70;8,8692;428,2085;19258,0566;57,6695;9,6569;;Argentina;25,2475;6,4049;5,404;1,0645;;25892,291;7,8009;;Sugrañes, Nuria;27187,8594;29,9731;-35,10325;-35.10325;-68,7312222;-68.7312222;0,464;pottery;1500,099;10289,7422;27,9243;0;1;Autre;Null, ?, n/a;;113,1323;0,6561;9,6582;Arbolito 1;6,436;MHNSR;304,1679;Mendoza;0,9863;0,9347;10,9204;2992,6025;2,6735;71,438;;earthenware;3,4968;73,3015;188,5102
NSM100;81809,3047;AR1-11806;12,8582;698,3611;27725,627;52,1009;15,2957;;Argentina;41,2896;7,6878;3,4421;1,1444;;44781,4766;4,6179;;Sugrañes, Nuria;20698,4453;26,3284;-35,10325;-35.10325;-68,7312222;-68.7312222;0,3867;pottery;786,4105;21855,0352;21,7037;0;1;Autre;Null, ?, n/a;;96,9015;0,7652;14,7691;Arbolito 1;5,2869;MHNSR;369,5724;Mendoza;0,6626;0,6504;9,6626;4525,623;3,34;138,6734;;earthenware;2,3165;93,0091;120,8983
NSM101;75807,5625;AR1-111;17,9453;418,0154;33966,9961;58,701;16,5747;;Argentina;38,9115;10,6971;4,1854;1,2192;;45735,6328;4,5591;;Sugrañes, Nuria;31799,3496;28,2007;-35,10325;-35.10325;-68,7312222;-68.7312222;0,4061;pottery;938,7739;17161,5215;25,2086;0;1;Autre;Null, ?, n/a;;118,3085;1,0969;17,4942;Arbolito 1;6,0824;MHNSR;302,6351;Mendoza;0,6995;0,6585;9,5235;3664,1479;3,727;154,1216;;earthenware;2,3357;110,6517;145,1049
NSM102;78440,2969;AR1-61;6,1992;282,4123;41947,5078;34,7796;28,2282;;Argentina;57,9679;3,0067;3,4816;1,3315;;59756,7461;3,333;;Sugrañes, Nuria;9637,4209;15,898;-35,10325;-35.10325;-68,7312222;-68.7312222;0,271;pottery;933,0984;15438,8486;17,3962;0;1;Autre;Null, ?, n/a;;39,7826;0,2592;21,265;Arbolito 1;4,5228;MHNSR;571,0964;Mendoza;0,3617;0,8649;3,4067;5691,1992;0,9247;188,0655;;earthenware;1,9192;68,6638;89,6564
NSM103;70190,3906;AR6-1;6,5667;314,0305;62446,2383;46,8276;12,6615;;Argentina;36,7164;6,3439;3,4989;1,0793;;41651,125;4,1743;;Sugrañes, Nuria;21327,1602;22,1382;-35,10325;-35.10325;-68,7312222;-68.7312222;0,3063;pottery;999,2062;17159,957;21,989;0;1;Autre;Null, ?, n/a;;94,3117;0,6452;14,9235;Arbolito 1;4,8164;MHNSR;495,4226;Mendoza;0,6263;0,5236;7,9812;3737,9897;2,2216;129,5298;;earthenware;1,9462;78,0585;127,2579
NSM088;83093,6172;AR1-203;3,9732;511,7984;8171,6162;115,3639;8,731;;Argentina;41,3076;10,0953;7,6698;1,6315;;26188,8125;13,6128;;Sugrañes, Nuria;25659,5664;59,5437;-35,10325;-35.10325;-68,7312222;-68.7312222;0,5628;pottery;440,7909;11210,2715;50,8282;27,081;1;Autre;Null, ?, n/a;;129,6916;0,2714;9,7788;Arbolito 1;10,5183;MHNSR;188,1713;Mendoza;1,456;1,2598;22,6963;3815,3484;4,2783;75,1386;;earthenware;3,9721;47,6227;367,8772
NSM079;83149,2813;AR1-2;4,3324;397,5167;34397,4883;56,9086;11,4843;;Argentina;35,3666;9,6131;4,825;1,1552;;39479,6016;4,0333;;Sugrañes, Nuria;25293,3438;27,5587;-35,10325;-35.10325;-68,7312222;-68.7312222;0,3658;pottery;606,0138;16778,8965;24,2427;44,1187;1;Autre;Null, ?, n/a;;107,8576;0,7804;15,3973;Arbolito 1;5,5424;MHNSR;329,4409;Mendoza;0,7206;0,761;9,2737;4400,7417;2,8167;129,7526;;earthenware;2,4943;85,2171;121,3539
NSM085;92988,25;AR1-24631;12,7524;340,6121;21811,2852;26,2495;18,3104;;Argentina;38,1809;2,2981;3,4139;0,8571;;55394,9688;3,5294;;Sugrañes, Nuria;11300,2334;11,0086;-35,10325;-35.10325;-68,7312222;-68.7312222;0,2976;pottery;1152,9751;12497,6924;11,3703;0;1;Autre;Null, ?, n/a;;36,4851;0,7151;24,7206;Arbolito 1;3,2024;MHNSR;254,6927;Mendoza;0,2213;0,4235;3,5595;4554,4321;1,206;194,6588;ver si no es 24621 en la bolsita;earthenware;2,1133;63,6225;83,3011
NSM038;80581,5703;RI-38;18,8512;477,7057;18321,7305;33,1744;11,1337;;Argentina;15,2783;4,0154;4,0172;1,1581;;55865,8594;4,3496;;Sugrañes, Nuria;16164,1094;14,9198;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3667;pottery;516,8499;16699,7129;18,27;0;1;Autre;Autre;Holoceno tardío;66,0957;0;22,0764;Risco de los Indios;4,1901;MHNSR;164,7704;Mendoza;0,2987;0,5711;4,2669;5025,1172;1,3858;172,4863;;earthenware;2,5727;86,5293;96,0238
NSM039;96031,0234;RI-156;11,3967;643,6381;25205,9434;43,6461;17,2981;;Argentina;23,2161;2,7786;4,3366;1,4379;;57088,4531;4,7417;;Sugrañes, Nuria;14401,8271;19,6408;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3711;pottery;1299,8708;22486,5508;20,0616;0;1;Autre;Autre;Holoceno tardío;51,7284;0;20,7351;Risco de los Indios;5,2512;MHNSR;389,5947;Mendoza;0,4035;0,7005;5,1507;5238,4419;1,4126;140,0342;;earthenware;2,6988;118,7363;119,2648
NSM040;81463,7734;RI-58;7,1384;692,3704;22909,5547;34,7082;16,7113;;Argentina;21,5488;1,8886;4,8927;1,4128;;57973,0195;5,8445;;Sugrañes, Nuria;17037,4707;17,2751;-34,3835;-34.3835;-69,87302777;-69.87302777;0,4244;pottery;1186,7207;17415,3906;22,9336;0;1;Autre;Autre;Holoceno tardío;49,9423;0;23,5371;Risco de los Indios;5,4541;MHNSR;202,1864;Mendoza;0,3178;0,8319;4,8778;5007,0195;1,3849;122,4467;;earthenware;3,1425;109,3836;100,2142
NSM041;93502,5703;RI-59;12,7819;626,3741;23894,3535;44,5498;18,6657;;Argentina;24,2488;2,9655;4,586;1,5406;;60701,9375;4,9565;;Sugrañes, Nuria;12920,7148;20,0447;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3832;pottery;1228,6912;21792,3164;23,6769;0;1;Autre;Autre;Holoceno tardío;54,1618;0,5985;22,633;Risco de los Indios;5,5988;MHNSR;380,1761;Mendoza;0,4421;0,696;5,4341;5361,9409;1,5944;130,6861;;earthenware;2,7785;109,7155;95,8558
NSM042;87376,2344;RI-231;14,6905;775,9722;23612,5566;43,8702;18,4837;;Argentina;35,612;4,823;4,8112;1,3378;;57148,8516;5,57;;Sugrañes, Nuria;21039,5547;20,9819;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3698;pottery;1009,7933;20162,209;22,1676;0;1;Autre;Autre;Holoceno tardío;79,0402;1,2832;22,3606;Risco de los Indios;5,3677;MHNSR;209,3675;Mendoza;0,4932;0,7653;7,3915;5108,3442;2,0868;144,998;;earthenware;2,7539;101,0518;160,416
NSM043;91344,6328;RI-149;22,4662;652,1165;17195,1992;36,1559;14,4804;;Argentina;31,0067;4,6122;4,6749;1,5821;;69908,0469;4,6687;;Sugrañes, Nuria;13729,5889;18,658;-34,3835;-34.3835;-69,87302777;-69.87302777;0,4367;pottery;862,6923;17306,4746;26,8107;0;1;Autre;Autre;Holoceno tardío;48,9867;0;27,6239;Risco de los Indios;6,1074;MHNSR;166,7836;Mendoza;0,3656;0,8165;4,7438;6246,2661;1,3581;188,9947;;earthenware;3,0835;98,2837;135,4856
NSM044;92254,3125;RI-45;17,7187;446,2737;20173,8125;33,4059;20,3965;;Argentina;22,713;2,3762;4,3542;1,4199;;69511,7969;3,9169;;Sugrañes, Nuria;10517,3027;16,1406;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3744;pottery;1292,4039;17676,5391;18,343;0;1;Autre;Autre;Holoceno tardío;40,827;0;25,613;Risco de los Indios;4,9546;MHNSR;334,2239;Mendoza;0,2621;0,7444;3,542;5954,0737;0,9917;176,2183;;earthenware;2,9456;100,0004;95,3846
NSM046;92979,2891;RI-40;15,1892;451,3279;18847,0801;49,638;16,4727;;Argentina;30,5292;5,484;4,558;1,4172;;54843,9805;6,4157;;Sugrañes, Nuria;15759,5547;25,1147;-34,3835;-34.3835;-69,87302777;-69.87302777;0,4285;pottery;1078,6709;18671,3105;27,4485;0;1;Autre;Autre;Holoceno tardío;88,7019;0;21,382;Risco de los Indios;6,0451;MHNSR;226,4111;Mendoza;0,5927;0,8622;10,8668;5188,8286;2,6387;124,0559;;earthenware;2,8104;113,7197;165,0429
NSM049;97312,4688;RI-75;12,29;542,086;19021,3555;28,2921;14,8875;;Argentina;13,0049;2,3345;3,5128;1,1669;;57648,3555;3,1209;;Sugrañes, Nuria;9998,5479;13,6479;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3043;pottery;932,238;20658,4902;16,9809;0;1;Autre;Autre;Holoceno tardío;41,1867;0;17,3929;Risco de los Indios;4,0373;MHNSR;282,0897;Mendoza;0,2011;0,6749;2,9095;3255,1172;1,0428;115,8731;;earthenware;2,3194;107,1723;64,2317
NSM051;91908,7109;RI-141;16,2802;662,563;15874,6074;40,1293;13,2806;;Argentina;27,135;4,2136;4,0001;1,2965;;47889,2383;4,9948;;Sugrañes, Nuria;16869,1465;20,1805;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3784;pottery;877,4908;18610,8477;20,0917;0;1;Autre;Autre;Holoceno tardío;77,1124;0,9454;18,251;Risco de los Indios;4,9211;MHNSR;220,4093;Mendoza;0,4828;0,6807;6,9479;4640,4058;2,5104;104,237;;earthenware;2,3143;92,6757;137,8499
NSM052;84420,0547;RI-142;4,6376;381,0273;9579,7275;50,8788;12,0292;;Argentina;22,496;1,2523;5,3944;1,3429;;52048,9219;6,2224;;Sugrañes, Nuria;8367,917;23,978;-34,3835;-34.3835;-69,87302777;-69.87302777;0,5062;pottery;542,6866;36225,3594;20,2583;0;1;Autre;Autre;Holoceno tardío;33,1374;0,6432;20,0225;Risco de los Indios;6,1518;MHNSR;115,8164;Mendoza;0,5374;1,0569;12,7293;3989,4333;2,2985;116,9657;;earthenware;3,5243;49,8177;183,5089
NSM053;90342,7969;RI-139;11,3864;603,2127;22972,377;41,9484;16,8134;;Argentina;22,0707;2,8188;4,5661;1,4608;;55830,8203;4,6591;;Sugrañes, Nuria;14441,1279;18,8557;-34,3835;-34.3835;-69,87302777;-69.87302777;0,4042;pottery;1192,5428;22993,2461;19,7217;0;1;Autre;Autre;Holoceno tardío;47,3314;0,7067;20,0767;Risco de los Indios;5,1008;MHNSR;506,8104;Mendoza;0,3977;0,8238;5,2487;5199,1338;1,341;138,9286;;earthenware;2,6778;104,7658;139,4724
NSM045;91972,2578;RI-49;16,7646;692,8367;19091,9277;51,9591;14,0069;;Argentina;29,9447;5,2556;4,9894;1,4174;;49538,1719;6,7621;;Sugrañes, Nuria;16607,0313;25,4754;-34,3835;-34.3835;-69,87302777;-69.87302777;0,388;pottery;784,0038;18360,373;25,7806;25,9317;1;Autre;Autre;Holoceno tardío;91,0074;1,1991;19,5571;Risco de los Indios;6,0916;MHNSR;248,1689;Mendoza;0,5913;0,8077;10,8489;4388,2432;2,1263;110,4169;;earthenware;2,9382;110,0731;137,0712
NSM037;92547,6484;RI-94;15,4056;556,4443;13843,4639;46,5578;14,6817;;Argentina;13,3733;3,1716;3,4303;1,044;painting;46749,9453;3,7658;;Sugrañes, Nuria;13477,7559;17,8806;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3079;pottery;1014,6728;17816,166;16,8962;0;1;Autre;Autre;Holoceno tardío;58,0175;0;13,4362;Risco de los Indios;4,3022;MHNSR;201,2493;Mendoza;0,4086;0,6246;6,7809;3540,6487;1,885;87,7758;;earthenware;2,192;87,4132;114,0727
NSM048;92951,4219;RI-46;14,7447;659,3527;21128,3984;47,6473;19,8036;;Argentina;32,1928;3,3418;4,7794;1,5196;painting;60695,2734;5,1747;;Sugrañes, Nuria;14930,1455;22,2966;-34,3835;-34.3835;-69,87302777;-69.87302777;0,3987;pottery;1229,239;18589,957;26,7859;0;1;Autre;Autre;Holoceno tardío;54,6237;0;23,5329;Risco de los Indios;5,7802;MHNSR;284,8869;Mendoza;0,4765;0,7697;7,0585;6097,208;1,6028;147,5093;;earthenware;2,9417;133,1144;114,6065
NSM022;85073,9844;AMA1-49;8,5748;600,5828;20910,0645;88,614;15,1172;;Argentina;32,9126;7,2818;6,7454;1,4021;;41303,2148;4,8737;;Sugrañes, Nuria;34305,5742;38,6156;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,4836;pottery;818,7768;14362,9053;40,833;0;1;Autre;Autre;Holoceno tardío;118,4735;0;14,9385;Arroyo Malo 1;8,9582;MHNSR;304,4901;Mendoza;0,9619;1,2374;11,5502;4103,8242;3,7233;111,2076;Base;earthenware;3,5147;129,7569;135,883
NSM024;100662,7344;AMA1-82;15,455;467,112;21778,7832;36,4877;18,5377;;Argentina;24,087;7,8264;4,2646;1,2529;;66481,9453;3,7546;;Sugrañes, Nuria;18242,8125;18,4325;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,3286;pottery;1206,14;19765,1152;20,7531;0;1;Autre;Autre;Holoceno tardío;61,2164;1,3076;24,9417;Arroyo Malo 1;4,9798;MHNSR;290,5997;Mendoza;0,3405;0,6118;7,1255;6022,9521;2,6206;253,4899;Base;earthenware;2,4284;78,8627;90,0699
NSM020;92474,8047;AMA1-47;6,9999;579,9567;29760,4805;70,7131;15,0678;;Argentina;38,7001;5,2888;5,1287;1,3499;;44082,0938;4,2499;;Sugrañes, Nuria;22737,8574;31,7891;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,3783;pottery;882,0422;19420,373;32,0415;0;1;Autre;Autre;Holoceno tardío;88,4421;0,4772;14,6997;Arroyo Malo 1;6,9938;MHNSR;390,9037;Mendoza;0,7626;0,9263;9,8498;5208,48;2,7042;114,6876;Cuello;earthenware;2,6091;104,6987;97,0365
NSM033;84450,4844;AMA1-63;5,9254;718,2354;25411,377;77,4043;14,705;;Argentina;38,0889;6,7642;5,5176;1,3794;;40161,875;4,5185;;Sugrañes, Nuria;23482,4141;37,4333;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,4163;pottery;893,6464;18801,6914;38,0345;17,1352;1;Autre;Autre;Holoceno tardío;100,2109;0,5044;13,94;Arroyo Malo 1;7,8542;MHNSR;411,5151;Mendoza;0,8128;1,0648;9,8444;3597,2944;3,2489;93,1976;Cuello;earthenware;2,856;120,247;106,2369
NSM036;84397,0469;AMA1-T63;7,1292;609,408;22352,9629;82,9975;15,8279;;Argentina;44,5561;6,6332;6,02;1,4014;;43379,2734;5,1154;;Sugrañes, Nuria;27502,1563;36,1546;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,4347;pottery;941,6875;14576,4033;36,9496;0;1;Autre;Autre;Holoceno tardío;101,652;0,4845;15,8883;Arroyo Malo 1;8,2789;MHNSR;336,7611;Mendoza;0,882;1,0773;10,6211;3253,0845;3,5605;93,9444;Cuepo;earthenware;3,281;131,1254;125,765
NSM021;85333,4453;AMA1-T66;4,9999;564,73;18929,959;54,2844;10,8611;;Argentina;40,1147;4,4654;3,5354;1,1017;;29417,6387;4,8004;;Sugrañes, Nuria;19809,418;25,9324;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,2571;pottery;618,8323;24928,7129;24,2535;0;1;Autre;Autre;Holoceno tardío;95,0002;0,9432;9,8791;Arroyo Malo 1;4,8988;MHNSR;607,373;Mendoza;0,6231;0,6119;7,2721;3851,3987;2,2559;91,215;Cuerpo;earthenware;1,8041;98,9167;98,9756
NSM023;94168,8828;AMA1-16;6,5679;674,807;34060,1133;65,1046;13,9324;;Argentina;37,5205;5,7002;5,2996;1,299;;44179,7773;4,0882;;Sugrañes, Nuria;29077,8652;28,922;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,3549;pottery;832,2855;20364,6523;28,6272;0;1;Autre;Autre;Holoceno tardío;87,7025;0,4506;14,2802;Arroyo Malo 1;6,6339;MHNSR;441,9368;Mendoza;0,8063;0,8669;8,7639;3820,0947;3,5917;126,2404;Cuerpo;earthenware;2,5847;112,3823;140,2285
NSM025;107510,6875;AMA1-33;12,4286;506,5236;22463,7793;36,2486;18,0258;;Argentina;28,1214;8,6252;4,751;1,3477;;70495,5391;4,4977;;Sugrañes, Nuria;23045,8262;18,7204;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,3283;pottery;1238,3964;22435,0137;23,5791;0;1;Autre;Autre;Holoceno tardío;71,9915;1,1602;26,5549;Arroyo Malo 1;5,3178;MHNSR;312,5733;Mendoza;0,3342;0,7024;7,0453;6368,8408;1,8321;255,2323;Cuerpo;earthenware;2,3962;91,4154;121,8954
NSM027;92621,9375;AMA1-50;16,1125;604,614;29285,3516;36,5019;22,5435;;Argentina;46,0419;2,6877;4,2501;1,2685;;62806,4883;4,4229;;Sugrañes, Nuria;19422,8301;17,5731;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,3397;pottery;1180,5687;17669,0762;21,8135;0;1;Autre;Autre;Holoceno tardío;67,3592;0;27,7097;Arroyo Malo 1;5,0254;MHNSR;309,0662;Mendoza;0,3782;0,6073;7,5953;5503,6416;1,9195;227,6298;Cuerpo;earthenware;2,371;82,0348;74,6772
NSM028;96980,6328;AMA1-T52;11,3672;528,1075;22820,416;39,1573;21,2001;;Argentina;62,0767;3,8111;4,1797;1,2895;;63610,0625;3,5002;;Sugrañes, Nuria;15908,7275;16,7343;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,2903;pottery;1046,5497;22534,1836;22,8681;0;1;Autre;Autre;Holoceno tardío;57,4355;1,1886;24,2852;Arroyo Malo 1;4,749;MHNSR;305,9902;Mendoza;0,324;0,6747;5,5267;5629,918;1,2242;235,729;Cuerpo;earthenware;2,0727;105,1943;74,2156
NSM029;103407,8516;AMA1-T67;17,4272;563,6745;28198,7031;41,8278;18,3961;;Argentina;22,7225;4,8422;3,9157;1,2558;;61999,5195;4,3271;;Sugrañes, Nuria;22159,9219;17,0841;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,3068;pottery;1202,4568;18116,8555;20,7679;0;1;Autre;Autre;Holoceno tardío;62,2113;0;20,8377;Arroyo Malo 1;4,8187;MHNSR;314,6434;Mendoza;0,3762;0,5929;6,7362;5409,417;2,0168;208,8557;Cuerpo;earthenware;2,3508;95,5405;104,4741
NSM031;93730,0781;AMA1-T16;6,9977;728,4702;24754,1016;77,4038;13,9346;;Argentina;35,1932;6,1467;6,0069;1,344;;38749,6406;4,6775;;Sugrañes, Nuria;29757,4473;33,929;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,4031;pottery;891,9807;17693,5938;34,2659;0;1;Autre;Autre;Holoceno tardío;101,2955;0;14,036;Arroyo Malo 1;7,6966;MHNSR;369,2086;Mendoza;0,8678;1,0733;10,1304;3988,0486;3,6214;90,5977;Cuerpo;earthenware;2,9907;119,4059;116,7491
NSM034;85232,2031;AMA1-T58;7,0164;561,7709;24647,998;81,7814;14,8784;;Argentina;40,9768;6,65;6,0592;1,3557;;43319,6367;5,1874;;Sugrañes, Nuria;25313,916;33,6285;-34,85027777;-34.85027777;-69,88863888;-69.88863888;0,4311;pottery;699,8863;15269,585;35,8312;0;1;Autre;Autre;Holoceno tardío;105,7839;0;15,4362;Arroyo Malo 1;8,1294;MHNSR;381,2332;Mendoza;0,89;1,0133;10,3807;3786,9253;3,5189;97,9038;Cuerpo;earthenware;3,3495;131,968;124,1484
