Anid;Al;Alternate ID;As;Ba;Ca;Ce;Co;Context;Country;Cr;Cs;Dy;Eu;Exterior Decoration;Fe;Hf;Interior Decoration;Investigator;K;La;Latitude (copie);Latitude;Longitude (copie);Longitude;Lu;Material;Mn;Na;Nd;Ni;Nombre d'enregistrements;Period category;Period (groupe) null or not;Period;Rb;Sb;Sc;Site Name;Sm;Source/Excavator/Museum;Sr;State/Province;Ta;Tb;Th;Ti;U;V;Vessel Form;Ware;Yb;Zn;Zr
LGD901;107308,35156;;10,58278;779,55139;16623,38672;153,26749;15,47603;;Peru;42,61306;18,08204;8,17785;2,56581;;50437,16016;14,69152;;Burger, Richard;36963,54297;73,66986;-13,1633;-13.1633;-72,5456;-72.5456;0,76742;pottery;1297,58887;16586,73438;58,73708;55,54979;1;Autre;Null, ?, n/a;;129,61972;2,25447;14,70912;Machu Picchu;12,42316;Doyon, Leon;548,85498;Cuzco Department;3,393;1,26552;15,47239;5870,15234;6,54987;99,97446;open pot;;5,70903;73,11765;454,07672
LGD902;95301,88281;;3,88202;504,30356;29520,44922;50,77031;32,89138;;Peru;165,68167;4,21273;3,4407;1,58362;;70332,10156;4,43717;;Burger, Richard;16719,25;24,69413;-13,3833;-13.3833;-72,5667;-72.5667;0,29165;pottery;1522,8114;18107,17188;20,92704;100,83897;1;Autre;Null, ?, n/a;;52,02733;0,52245;17,24192;Patallaqta;5,15759;Doyon, Leon;435,63089;Cuzco Department;1,11952;0,82387;5,1916;6084,87939;1,36981;155,3484;jar;;2,24956;126,38417;120,44374
LGD905;92924,94531;;3,54449;1537,61365;29999,55859;185,53014;17,63737;;Peru;49,21161;8,09591;4,28233;2,55841;;55088,94922;6,09637;;Burger, Richard;30854,30664;98,07437;-13,5078;-13.5078;-71,9822;-71.9822;0,31605;pottery;999,75641;17535,76172;71,35229;0;1;Autre;Null, ?, n/a;;105,34668;0,80868;15,61896;Sacsahuaman;10,68267;Doyon, Leon;1424,20032;Cuzco Department;0,92547;0,89785;13,21763;4883,35254;2,30588;131,67519;open pot;;2,92971;0;208,91982
LGD906;86371,02344;;4,26216;805,51312;22717,57813;94,15533;16,24182;;Peru;57,00722;6,02429;4,67771;1,69176;;46640,58984;5,98514;;Burger, Richard;34677,89063;46,67867;-13,3833;-13.3833;-72,5667;-72.5667;0,38988;pottery;897,69269;12747,97168;40,04587;0;1;Autre;Null, ?, n/a;;112,91167;0,74303;14,51988;Patallaqta;7,71013;Doyon, Leon;651,36316;Cuzco Department;1,26467;0,89978;12,83802;5527,41455;2,82921;123,00894;aryballo;;3,03833;96,25055;180,08652
LGD907;93566,16406;;3,05623;2844,60791;28524,90625;448,65219;18,56343;;Peru;110,07722;6,05367;5,44189;4,47572;;43022,63281;7,11176;;Burger, Richard;34261,02734;245,7397;-13,1633;-13.1633;-72,5456;-72.5456;0,27698;pottery;514,88306;14113,14746;186,24144;111,01744;1;Autre;Null, ?, n/a;;113,03706;0,66654;14,48916;Machu Picchu;20,06711;Doyon, Leon;3032,76465;Cuzco Department;1,59523;1,2303;19,93281;5383,20898;2,83843;121,44273;aryballo;;2,6278;109,24849;272,04443
LGD909;86989,20313;;3,92985;3370,4917;26498,76172;472,70746;18,02103;;Peru;103,67319;5,51047;5,65759;4,84063;;41941,58594;7,61529;;Burger, Richard;39125,80469;265,84344;-13,5078;-13.5078;-71,9822;-71.9822;0,34687;pottery;614,91431;20358,41406;185,65469;109,27982;1;Autre;Null, ?, n/a;;123,88459;0,44764;13,56641;Sacsahuaman;24,4831;Doyon, Leon;2808,10791;Cuzco Department;1,59474;1,17424;19,82501;4910,46729;3,19844;114,8787;aryballo;;2,96269;100,14417;304,75546
LGD910;95901,5625;;11,28661;1259,46704;22029,26953;104,78139;15,30359;;Peru;48,43031;11,80852;4,29598;1,90628;open;43737,10156;5,59536;;Burger, Richard;35924,25391;51,28123;-13,1633;-13.1633;-72,5456;-72.5456;0,33895;pottery;1361,82324;14242,53613;44,28309;0;1;Autre;Null, ?, n/a;;138,31895;1,1137;15,48695;Machu Picchu;8,48937;Doyon, Leon;808,26392;Cuzco Department;0,79766;0,85599;16,29245;5090,36279;2,84087;132,0074;aryballo;;2,31845;108,84357;150,22311
LGD912;99307,53125;;6,0504;554,5672;28401,71289;39,08834;13,87323;;Peru;27,97795;6,40355;1,64983;1,11755;;45098,82422;3,45179;;Burger, Richard;15741,01465;19,47135;-13,1633;-13.1633;-72,5456;-72.5456;0,15302;pottery;868,10541;24760,59961;18,542;0;1;Autre;Null, ?, n/a;;42,2548;0,29331;9,84949;Machu Picchu;3,43285;Doyon, Leon;1041,25623;Cuzco Department;0,62284;0,47878;4,50382;3971,48169;0;114,43105;aryballo;;0,88838;78,60378;98,83683
LGD913;88870,95313;;6,87044;2674,37158;38051,44141;331,4501;15,44725;;Peru;67,58289;14,81639;4,45415;3,52427;;42554,48047;6,41987;;Burger, Richard;35902,80469;183,39673;-13,3833;-13.3833;-72,5667;-72.5667;0,25304;pottery;733,45575;18413,19141;129,82806;83,32477;1;Autre;Null, ?, n/a;;117,56947;0,83544;12,9647;Patallaqta;15,04777;Doyon, Leon;2340,97974;Cuzco Department;1,19577;0,93825;16,1714;5638,5332;3,10423;105,40864;aryballo;;2,79258;96,34254;234,56285
LGD916;94764,77344;;11,85074;1579,50537;25220,16211;161,74603;15,10242;;Peru;61,55998;10,67807;5,32974;2,78797;;43773,42188;6,96962;;Burger, Richard;38538,55078;82,93434;-13,1633;-13.1633;-72,5456;-72.5456;0,43764;pottery;956,15051;12211,0332;69,07346;28,03334;1;Autre;Null, ?, n/a;;140,87267;1,30581;15,75991;Machu Picchu;12,50494;Doyon, Leon;1295,13684;Cuzco Department;1,28361;1,05389;22,07686;5301,06494;5,21619;130,9799;aryballo;;2,99707;116,09937;264,44046
LGD917;106609,25781;;5,22253;649,04089;10982,09863;61,77048;12,71466;;Peru;47,58976;9,77575;3,6763;1,26958;;39314,38281;5,66246;;Burger, Richard;24064,74805;30,32762;-13,1633;-13.1633;-72,5456;-72.5456;0,31349;pottery;659,12152;18093,36133;21,7741;0;1;Autre;Null, ?, n/a;;123,32449;1,01539;16,06768;Machu Picchu;5,30279;Doyon, Leon;265,05939;Cuzco Department;1,40124;0,82521;10,29174;6294,46143;2,52191;171,10793;aryballo;;2,35316;114,87335;158,48819
LGD918;128612,59375;;5,11647;1048,07397;6925,99072;79,51111;14,81042;;Peru;21,02009;5,65763;5,74934;2,82309;open;46295,65234;7,98026;;Burger, Richard;26281,51172;48,63542;-13,1633;-13.1633;-72,5456;-72.5456;0,45757;pottery;991,37738;18196,58008;52,37148;0;1;Autre;Null, ?, n/a;;82,48207;0,71632;14,86223;Machu Picchu;10,68369;Doyon, Leon;276,7485;Cuzco Department;0,87559;1,14549;8,85789;5758,79199;1,54488;93,88122;aryballo;;3,5109;95,33311;254,00281
LGD919;99013,17969;;2,40845;1263,3894;23300,61914;58,42442;19,52852;;Peru;41,20041;5,73022;3,70783;1,63834;;48534,58984;3,94473;;Burger, Richard;22343,31641;31,51937;-13,1633;-13.1633;-72,5456;-72.5456;0,31848;pottery;810,29437;25282,61719;28,89941;0;1;Autre;Null, ?, n/a;;89,39527;0,81076;16,22746;Machu Picchu;5,90597;Doyon, Leon;648,61273;Cuzco Department;0,61144;0,77435;7,15973;5970,77637;2,22361;169,1624;aryballo;;2,16508;97,77047;114,81848
LGD921;130696,71875;;4,67492;612,44141;24437,42969;35,35489;14,26697;;Peru;11,72121;3,87296;3,3036;1,67231;;54581,70703;2,64907;;Burger, Richard;15766,2334;19,40291;-13,5078;-13.5078;-71,9822;-71.9822;0,2875;pottery;1197,80237;25413,78516;17,7003;0;1;Autre;Null, ?, n/a;;53,65711;0,26415;18,90416;Sacsahuaman;4,47788;Doyon, Leon;511,0256;Cuzco Department;0,39798;0,68147;3,30538;6112,7085;0;138,11751;cooking pot;;2,08856;88,78342;71,37319
LGD923;106850,125;;7,57338;888,98901;19365,83008;98,59307;21,05285;;Peru;32,01085;5,31397;3,98359;1,81817;;54484,35156;5,79868;;Burger, Richard;19346,73047;48,18036;-13,3833;-13.3833;-72,5667;-72.5667;0,315;pottery;1362,49927;18430,4043;45,66572;0;1;Autre;Null, ?, n/a;;74,39472;0,56713;13,1705;Patallaqta;6,83371;Doyon, Leon;738,96881;Cuzco Department;1,24947;0,85109;8,27646;6224,21875;2,82843;132,73109;aryballo;;2,14973;73,76305;169,95753
LGD924;100239,5;;7,02527;291,90366;27331,97266;60,9172;34,93602;;Peru;153,20708;5,8826;4,37626;1,96117;;72434,22656;4,7489;;Burger, Richard;21746,35156;32,63753;-13,1633;-13.1633;-72,5456;-72.5456;0,29163;pottery;1849,67688;7291,66699;32,38583;78,77591;1;Autre;Null, ?, n/a;;81,60882;0,5011;20,34233;Machu Picchu;6,64138;Doyon, Leon;353,03613;Cuzco Department;1,84813;0,94271;6,06221;10469,61328;1,76935;198,21814;cooking pot;;2,16037;163,79266;123,32687
LGD925;94114,02344;;11,37794;1115,66675;11031,34473;111,44669;16,05953;;Peru;48,45562;39,38151;7,90695;2,3015;;39695,91016;11,58796;;Burger, Richard;32495,375;54,64727;-16,267;-16.2670;-69,1;-69.1000;0,67993;pottery;661,73376;12961,25391;54,40636;0;1;Autre;Null, ?, n/a;;155,3709;3,0296;16,42198;Rosaspata;9,7905;Doyon, Leon;447,04922;Puno Department;2,06911;1,60818;12,15067;5215,35596;7,59606;117,49791;aryballo;;4,8845;87,16171;383,60492
LGD926;116991,07031;;8,01232;704,29095;8434,5293;96,51266;29,31855;;Peru;29,86762;7,52853;7,15721;2,56727;;73041,58594;5,91247;;Burger, Richard;20299,65625;42,88006;-13,1633;-13.1633;-72,5456;-72.5456;0,46705;pottery;949,53448;6268,42236;49,72674;87,64386;1;Autre;Null, ?, n/a;;155,78308;0,46483;21,6365;Machu Picchu;9,86081;Doyon, Leon;0;Cuzco Department;2,19088;1,3511;8,77422;12842,33008;1,80594;233,56161;cooking pot;;3,47393;0;153,45859
LGD927;111431,10156;;3,91634;794,84576;12883,02;62,95888;12,03181;;Peru;47,65371;9,86882;3,70133;1,28465;;33416,39453;5,42325;;Burger, Richard;24635,90234;31,1151;-13,1633;-13.1633;-72,5456;-72.5456;0,36947;pottery;536,85242;14551,01465;22,52706;40,42895;1;Autre;Null, ?, n/a;;112,66003;0,86994;16,56904;Machu Picchu;5,36761;Doyon, Leon;382,42413;Cuzco Department;1,33604;0,91288;9,08117;6636,74316;1,92687;168,04198;open pot;;2,65669;131,2213;131,46759
LGD928;120233,17969;;7,69065;882,28442;19736,06641;113,20321;6,41078;;Peru;17,60938;7,84525;2,34219;1,11078;open;28497,625;7,39846;;Burger, Richard;24429,59766;49,86923;-13,3833;-13.3833;-72,5667;-72.5667;0,20444;pottery;515,37769;20693,82227;39,76139;0;1;Autre;Null, ?, n/a;;149,72195;0,69781;7,28726;Patallaqta;5,77799;Doyon, Leon;632,1662;Cuzco Department;1,04196;0,52198;16,08419;3781,0271;2,96164;62,8501;aryballo;;1,44767;62,82603;201,41148
LGD929;120555,04688;;11,27871;930,42181;23377,13281;75,84145;13,72626;;Peru;64,03521;8,07866;3,42579;1,24602;;57425,86719;6,46688;;Burger, Richard;21199,73633;40,9958;-13,5078;-13.5078;-71,9822;-71.9822;0,31323;pottery;583,24414;13407,40039;27,59878;0;1;Autre;Null, ?, n/a;;116,36434;0,97888;15,94611;Sacsahuaman;5,39564;Doyon, Leon;375,63837;Cuzco Department;1,29771;0,64574;13,30923;6087,79932;2,515;130,01033;aryballo;;2,03078;82,63533;144,35945
LGD930;86214,96875;;3,69705;3118,05029;33497,59766;479,27353;19,14328;;Peru;94,71087;4,65936;5,3852;4,82254;;41214,65625;7,36824;;Burger, Richard;36896,72656;260,67487;-13,3833;-13.3833;-72,5667;-72.5667;0,27413;pottery;664,65552;20709,11914;193,9174;138,16109;1;Autre;Null, ?, n/a;;113,31019;0,50369;12,38117;Patallaqta;22,8817;Doyon, Leon;3213,12402;Cuzco Department;1,54137;1,27482;19,28675;5695,83447;3,18963;95,10853;aryballo;;2,44377;84,4446;301,6525
LGD931;98459,76563;;8,30374;972,80579;15970,33496;109,15316;15,69675;;Peru;69,12389;5,99537;4,63497;1,83503;;41356,08203;5,80283;;Burger, Richard;35330,89063;54,49684;-13,1633;-13.1633;-72,5456;-72.5456;0,35578;pottery;707,42163;11303,85254;53,12558;40,16419;1;Autre;Null, ?, n/a;;128,12369;0,72324;15,92201;Machu Picchu;8,67603;Doyon, Leon;567,82471;Cuzco Department;1,12501;1,0466;16,923;4583,17041;3,81419;121,08125;aryballo;;2,45889;112,65456;165,76791
LGD932;101506,50781;;10,20245;764,42963;2926,85229;81,62447;10,18763;;Peru;35,99798;8,81618;5,24394;0,9237;open;37549,03125;9,75916;;Burger, Richard;27625,08008;37,78735;-13,1633;-13.1633;-72,5456;-72.5456;0,53463;pottery;656,18378;6808,68262;27,02755;54,75605;1;Autre;Null, ?, n/a;;162,29668;0,55385;12,79354;Machu Picchu;6,19729;Doyon, Leon;0;Cuzco Department;2,10846;0,97007;18,89411;4289,34766;3,57812;80,19197;pot;;4,05011;82,15585;260,57291
LGD934;122456,27344;;27,71991;716,85541;4648,64;110,46248;4,89091;;Peru;79,3997;18,03449;6,64841;2,02442;;22370,76563;6,75261;;Burger, Richard;26496,52734;53,4678;-13,3833;-13.3833;-72,5667;-72.5667;0,50345;pottery;274,04263;5070,52441;44,64185;0;1;Autre;Null, ?, n/a;;146,11375;1,48299;18,12565;Patallaqta;9,85291;Doyon, Leon;156,63612;Cuzco Department;1,78693;1,31765;17,7347;5876,09082;5,03797;160,75079;aryballo;;3,81781;82,07887;179,18613
LGD936;93354,92188;;15,43363;636,06586;9297,8916;84,00957;16,94076;;Peru;60,17843;19,32172;7,34771;1,5158;;51070,58594;5,88134;;Burger, Richard;30995,625;43,67497;-13,3833;-13.3833;-72,5667;-72.5667;0,57583;pottery;891,36707;12493,15234;39,6804;0;1;Autre;Null, ?, n/a;;178,02864;2,634;18,48178;Patallaqta;9,13111;Doyon, Leon;112,36253;Cuzco Department;1,85235;1,29067;21,74831;4005,21338;3,50478;130,04773;aryballo;;4,90334;128,05602;173,71281
LGD938;92385,875;;6,89884;971,17401;19107,81641;88,19493;10,2965;;Peru;42,00191;5,58313;3,51787;1,64957;;33623,52344;6,06382;;Burger, Richard;22582,5957;43,90226;-13,5078;-13.5078;-71,9822;-71.9822;0,27774;pottery;612,18463;16278,47168;35,19231;0;1;Autre;Null, ?, n/a;;96,26369;0,77747;12,73245;Sacsahuaman;6,94976;Doyon, Leon;849,83319;Cuzco Department;0,79067;0,6621;11,7837;4353,2373;2,02689;122,34766;aryballo;;2,20901;79,6378;201,21521
LGD939;97323,22656;;8,02843;1154,5791;19854,71484;86,45649;11,87568;;Peru;45,33723;7,8683;3,79914;1,6864;;36275,32031;5,31087;;Burger, Richard;29285,85547;43,26162;-13,5078;-13.5078;-71,9822;-71.9822;0,28521;pottery;753,99048;15579,5332;41,75473;0;1;Autre;Null, ?, n/a;;116,2189;0,85505;14,46311;Sacsahuaman;7,18584;Doyon, Leon;748,72266;Cuzco Department;0,90417;0,77423;12,66887;5128,1499;2,39831;149,96652;aryballo;;2,45509;97,61954;160,96034
LGD940;91993,89844;;12,00429;605,4234;7928,82324;66,96614;9,44911;;Peru;26,67579;11,62995;4,13629;1,19307;;40645,82031;5,32579;;Burger, Richard;40190,67188;28,96082;-13,1633;-13.1633;-72,5456;-72.5456;0,34721;pottery;970,23462;4139,14746;21,09323;0;1;Autre;Null, ?, n/a;;212,00334;3,4332;10,1461;Machu Picchu;5,39458;Doyon, Leon;352,08344;Cuzco Department;1,20476;0,73096;11,49525;3258,36914;3,16947;84,87691;aryballo;;2,45352;99,27612;154,11899
LGD941;109565,92188;;14,61587;684,41205;4820,72998;96,38242;41,85588;;Peru;282,30887;13,35622;5,09136;2,15696;;78964,22656;5,47307;;Burger, Richard;17396,75781;51,50703;-13,1633;-13.1633;-72,5456;-72.5456;0,34133;pottery;1179,60962;8093,1626;39,66129;200,73888;1;Autre;Null, ?, n/a;;134,25966;0,89682;23,79655;Machu Picchu;8,94804;Doyon, Leon;100,52345;Cuzco Department;2,30715;1,2111;10,22202;11950,63965;2,14023;239,35635;cooking pot;;2,39384;247,25229;180,48557
RBLS001;96758,25;190439;9,4841;1083,1504;24449,6855;100,6871;14,9067;;Peru;47,6969;10,8211;3,9848;1,8851;;44821,6875;5,4264;;Burger, Richard;33020,0898;51,2218;-13,1633;-13.1633;-72,5456;-72.5456;0,3339;pottery;989,0916;12662,6631;41,7461;26,1482;1;Autre;Null, ?, n/a;;131,2374;1,2466;16,2273;Machu Picchu;8,4554;Yale University;549,8489;Cuzco Department;0,9245;0,9988;15,9257;4961,6504;3,0969;123,6243;Plate;;2,5611;137,9579;154,8464
RBLS002;91298,5625;190801;3,5578;3020,6238;34655,4141;450,2702;18,5881;;Peru;103,2349;8,2461;5,4424;4,5115;;44860,6289;6,5999;;Burger, Richard;36074,6211;251,1018;-13,1633;-13.1633;-72,5456;-72.5456;0,2582;pottery;751,6073;16606,3535;153,6537;57,8788;1;Autre;Null, ?, n/a;;119,0996;0,5312;13,1161;Machu Picchu;21,2688;Yale University;3056,5352;Cuzco Department;1,3243;1,1445;18,8997;4510,4067;4,93;117,8243;aryballo;;2,2072;132,9293;237,7638
RBLS003;96601,1172;193693;3,0967;570,325;19296,2266;56,4602;29,0961;;Peru;93,8197;5,3017;4,5074;1,668;;66568,0625;4,8432;;Burger, Richard;21483,4316;34,4061;-13,1633;-13.1633;-72,5456;-72.5456;0,3018;pottery;875,4941;9966,3457;27,9542;49,5032;1;Autre;Null, ?, n/a;;89,6392;0,2963;18,8135;Machu Picchu;6,3076;Yale University;307,9509;Cuzco Department;1,4655;0,827;7,0067;9003,1787;1,2115;184,2299;cooking pot;;1,9739;119,3479;123,9688
RBLS004;86344,1719;190609;11,3367;677,0743;9360,1543;99,988;16,0991;;Peru;64,3798;5,7627;5,5682;1,5081;;48633,1602;8,1693;;Burger, Richard;18543,9688;43,7529;-13,1633;-13.1633;-72,5456;-72.5456;0,473;pottery;600,8133;9964,7471;37,6189;0;1;Autre;Null, ?, n/a;;104,6379;0,6729;16,7849;Machu Picchu;7,4388;Yale University;266,4248;Cuzco Department;1,7284;0,8986;16,0339;6501,2549;2,5758;136,7648;Plate;;3,2165;82,755;211,6913
RBLS005;114087,4844;194009;9,3783;662,4127;11539,2783;69,9434;23,6941;;Peru;62,859;4,0927;7,9;2,6729;;71590,3438;3,9136;;Burger, Richard;38703,8047;39,628;-13,1633;-13.1633;-72,5456;-72.5456;0,5499;pottery;1190,9388;7079,1118;44,1212;0;1;Autre;Null, ?, n/a;;102,848;0,5353;31,0383;Machu Picchu;10,7044;Yale University;209,7995;Cuzco Department;0,7838;1,2988;7,5312;6543,2915;3,8078;211,2527;Plate;;3,7366;139,941;119,8362
RBLS006;107841,3203;190446;6,5542;946,8246;17351,4219;90,3681;12,2981;;Peru;36,1214;3,8937;3,474;1,3882;;49252,582;4,929;;Burger, Richard;20236,7734;41,3811;-13,1633;-13.1633;-72,5456;-72.5456;0,2689;pottery;637,3513;16797,5801;31,8245;0;1;Autre;Null, ?, n/a;;74,3554;0,4301;13,2094;Machu Picchu;5,6115;Yale University;573,546;Cuzco Department;1,0176;0,5491;9,153;4922,6626;1,7378;104,3313;cooking pot;;1,8543;73,3035;142,4666
RBLS007;98638,4453;190600;7,0217;695,376;13204,7139;63,1195;15,9131;;Peru;33,2938;9,8377;4,8002;1,4376;;50343,9336;3,8885;;Burger, Richard;31481,4648;32,4611;-13,1633;-13.1633;-72,5456;-72.5456;0,3871;pottery;576,6342;19052,1406;26,6689;0;1;Autre;Null, ?, n/a;;113,0151;0,6394;15,2442;Machu Picchu;5,7785;Yale University;302,6161;Cuzco Department;0,9006;0,7325;9,248;4377,4185;2,345;143,6664;Bottle;;2,6255;87,7851;107,2015
RBLS008;119109,9844;190604;5,2468;1051,6595;8425,3164;65,4366;13,0826;;Peru;25,7584;4,1289;5,4828;1,9823;small;57085,1992;6,5066;;Burger, Richard;27533,4238;43,6778;-13,1633;-13.1633;-72,5456;-72.5456;0,4326;pottery;642,4996;11898,3301;36,8932;0;1;Autre;Null, ?, n/a;;87,5226;0,3921;11,3623;Machu Picchu;8,0615;Yale University;354,985;Cuzco Department;0,9601;0,9447;9,5584;6209,4209;2,2154;173,8189;aryballo;;2,8466;60,4826;192,6933
RBLS009;102715,1172;190600;6,6097;450,6302;27766,9492;45,9258;28,4629;;Peru;137,9673;3,9175;3,6726;1,4846;;73387,0703;5,113;;Burger, Richard;23582,7402;25,5123;-13,1633;-13.1633;-72,5456;-72.5456;0,2719;pottery;710,0168;4113,314;24,771;70,3928;1;Autre;Null, ?, n/a;;66,1685;0,3987;18,3679;Machu Picchu;5,2768;Yale University;255,0149;Cuzco Department;1,7118;0,59;5,1722;10739,9531;1,2847;197,2377;cooking pot;;1,8217;95,4913;127,4473
RBLS010;107565,6094;190600;11,5123;713,1403;10710,4346;96,7822;23,2657;;Peru;59,9834;7,5635;4,0576;1,5804;;60739,2734;6,9149;;Burger, Richard;17462,0566;44,2642;-13,1633;-13.1633;-72,5456;-72.5456;0,3075;pottery;728,7275;13076,7764;31,5339;55,9019;1;Autre;Null, ?, n/a;;106,7433;0,7958;16,2478;Machu Picchu;6,5865;Yale University;364,8691;Cuzco Department;1,6048;0,6352;11,2316;7364,8198;2,8917;162,4246;aryballo;;1,8529;111,3329;179,5546
RBLS011;97618,2344;190467;3,3039;710,9849;17535,4316;55,122;29,0413;;Peru;94,7731;5,3234;4,5067;1,648;;65160,9805;4,9388;;Burger, Richard;21803,0176;35,612;-13,1633;-13.1633;-72,5456;-72.5456;0,3073;pottery;911,233;10304,9902;30,0101;45,7635;1;Autre;Null, ?, n/a;;91,8949;0,3301;17,8915;Machu Picchu;6,3066;Yale University;256,1931;Cuzco Department;1,505;0,7712;7,1027;8962,749;0,8599;167,0056;cooking pot;;2,1414;137,3928;126,9489
RBLS012;84862,4141;190600;2,7278;2721,0291;25811,1289;428,8533;16,6009;;Peru;85,1073;4,1708;5,5692;4,2284;;42047,8633;6,7321;;Burger, Richard;31544,8125;233,888;-13,1633;-13.1633;-72,5456;-72.5456;0,253;pottery;490,368;19348,7266;145,0323;40,6053;1;Autre;Null, ?, n/a;;105,3499;0,5713;12,3406;Machu Picchu;20,0954;Yale University;2506,2446;Cuzco Department;1,4781;1,1746;18,0938;6119,7192;3,6929;99,6855;Plate;;2,0242;120,2454;232,3591
RBLS013;93925,9531;191447;8,3073;667,7668;7647,7959;64,8781;14,9479;;Peru;48,5489;8,9998;4,0714;1,4114;;48888,1523;5,2894;;Burger, Richard;29832,9707;33,032;-13,1633;-13.1633;-72,5456;-72.5456;0,3679;pottery;667,4305;8939,8848;29,3956;0;1;Autre;Null, ?, n/a;;151,062;1,8865;13,4182;Machu Picchu;6,0058;Yale University;237,8563;Cuzco Department;1,1188;0,7114;10,3186;4846,731;2,4668;110,0009;cooking pot;;2,3073;114,0872;126,3378
RBLS014;96582,9063;190600;8,5574;687,8583;10547,0225;50,2088;15,6898;;Peru;54,824;8,0663;4,1462;1,3617;;49820,0664;4,4168;;Burger, Richard;33588,2422;33,6349;-13,1633;-13.1633;-72,5456;-72.5456;0,3052;pottery;653,9692;7891,5933;25,5506;48,0001;1;Autre;Null, ?, n/a;;149,1906;2,2185;11,9818;Machu Picchu;5,3923;Yale University;355,4116;Cuzco Department;1,1934;0,6737;8,3989;6005,9722;2,5918;119,1587;cooking pot;;2,0255;83,3001;97,3666
RBLS015;95025,5313;190600;8,8257;1074,1226;17594,5215;84,3342;12,3185;;Peru;44,1477;7,4739;4,0284;1,6308;;34490,8086;4,753;;Burger, Richard;28911,7402;43,3609;-13,1633;-13.1633;-72,5456;-72.5456;0,3171;pottery;629,2704;13496,71;34,9273;0;1;Autre;Null, ?, n/a;;112,2621;0,7954;14,0515;Machu Picchu;7,3341;Yale University;558,3036;Cuzco Department;0,8146;0,7407;12,5856;4628,6377;2,5377;133,0312;Plate;;2,0183;111,2475;131,382
RBLS016;87161,1406;190600;6,3452;2402,2063;26063,127;374,2123;17,6892;;Peru;82,4196;5,056;5,2309;3,7386;;43700,8047;6,3174;;Burger, Richard;32137,0508;206,1454;-13,1633;-13.1633;-72,5456;-72.5456;0,2668;pottery;808,8447;18763,582;124,3646;78,9044;1;Autre;Null, ?, n/a;;106,6681;0,7447;12,6078;Machu Picchu;16,1998;Yale University;2006,229;Cuzco Department;1,3055;1,0988;16,7858;5112,4258;4,3318;110,2585;aryballo;;3,4516;111,4942;221,2743
RBLS017;96088,3438;192999;5,7188;752,4208;16181,6201;63,034;14,1279;;Peru;30,9448;7,5931;4,6023;1,5141;;49137,4727;4,4394;;Burger, Richard;27729,0723;30,9852;-13,1633;-13.1633;-72,5456;-72.5456;0,4042;pottery;538,1204;17928,7656;28,0775;40,3961;1;Autre;Null, ?, n/a;;94,8102;0,5003;14,2198;Machu Picchu;5,8807;Yale University;366,4823;Cuzco Department;0,886;0,6878;8,458;4635,7021;2,6334;130,3253;Plate;;2,782;84,2876;105,6285
RBLS018;87138,0078;193011;12,9035;2643,2661;31444,4688;283,8542;17,4195;;Peru;73,5068;6,4708;5,71;4,0438;;39959,6797;6,0116;;Burger, Richard;30802,3184;149,695;-13,1633;-13.1633;-72,5456;-72.5456;0,277;pottery;592,4755;14119,9766;113,7568;47,271;1;Autre;Null, ?, n/a;;110,9926;1,0404;15,296;Machu Picchu;17,8001;Yale University;2439,4363;Cuzco Department;1,0321;1,1482;22,3831;5444,7793;4,0065;127,2269;aryballo;;2,4099;117,8929;212,2834
RBLS019;100965,6797;191042;4,1921;649,8528;14360,6328;61,6038;10,8192;;Peru;34,9359;7,8507;3,5012;1,3484;;31297,0762;5,3845;;Burger, Richard;20213,2773;31,7236;-13,1633;-13.1633;-72,5456;-72.5456;0,3213;pottery;532,8458;20573,1348;25,9798;0;1;Autre;Null, ?, n/a;;96,8787;0,671;14,1239;Machu Picchu;5,4602;Yale University;384,4199;Cuzco Department;1,2211;0,7765;8,0364;5694,4771;2,1182;138,1335;aryballo;;2,1769;132,3388;137,3336
